Duration (seconds),How familiar are you with your company's immigration policies?,How many employees work at your company?,What industry is your company in? (modified),What industry is your company in?,What state is your company headquartered in?,Do you have a written immigration policy today?,Does your company hire candidates on H-1B visas?,Do you require that the H-1B candidate has a minimum amount of time remaining in their overall 6-year maximum for them to be eligible for hire?,How many months must be remaining in their H-1B status (time before max out)? Please leave blank if unsure; use the arrow button below to move forward.,Months before H-1B maxout (modified),Are H-1B employees eligible for Green Card sponsorship?,How many months after the employee's start date are H-1B employees eligible for initiation of a Green Card process?Please leave blank if unsure; use the arrow button below to move forward.,Months after start date for GC eligibility from H-1B (modified),Does your company sponsor L-1 visas?,Are L-1 employees eligible for H-1B lottery sponsorship?,How many months after the L-1 employee's start date are they eligible for H-1B lottery sponsorship?Please leave blank if unsure; use the arrow button below to move forward.,Months before eligible for H-1B from L-1 (modified),Are L-1 employees eligible for Green Card sponsorship?,How many months after the L-1 employee's start date are they eligible for initiation of a Green Card process?Please leave blank if unsure; use the arrow button below to move forward.,Months after start date for GC eligibility from L-1 (modified),Does your company sponsor F-1 OPT visas?,Do you require that the F-1 OPT candidate has a minimum time period of OPT or STEM OPT remaining for them to be eligible for hire?,How many months must be remaining in their F-1 status (time before max out)?Please leave blank if unsure; use the arrow button below to move forward.,Months before F-1 OPT maxout (modified),"Does your company sponsor single intent visas (e.g. TN, E-2, E-3, O-1) that can be renewed indefinitely?",Are single intent visa employees eligible for H-1B lottery sponsorship?,How many months after the single intent visa employee's start date are they eligible for H-1B lottery sponsorship?Please leave blank if unsure; use the arrow button below to move forward.,Months before eligible for H-1B from single intent (modified),Are single intent visa employees eligible for Green Card sponsorship?,How many months after the single intent visa employee's start date are they eligible for initiation of a Green Card process?Please leave blank if unsure; use the arrow button below to move forward.,Months after start-date for GC eligibility from single intent (modified),How many months before an employee's status expiration do you initiate an extension?Please leave blank if unsure; use the arrow button below to move forward.,Months left before expiry to initiate extension (modified) ,When are employees eligible to start with your company after an H-1B transfer has been filed?,Does your company support the maintenance of the employee's underlying nonimmigrant visa once an I-485 is pending?,Do you limit which occupations/jobs you are willing to sponsor for a non-immigrant visa?,"To show that you are paying attention, please select ""none of the above"" option as your answer.","For PERM-based Green Cards, the employer is required to cover the cost of the PERM but either the employer or employee can cover the cost of the I-140 and I-485 processes. What portion of I-140 costs do you cover?",What portion of I-485 costs do you cover?,Do you cover Green Card processing costs for the employee's dependent family members?,"If an application is filed with USCIS' Premium Processing option, who covers the cost?",What portion of consular processing costs do you cover when an employee goes abroad to obtain a visa stamp?,Will you cover travel expenses related to consular processing of visa applications?,,Do you cover non-immigrant visa costs for the employee's dependent family members?,Do you have a liquidated damages clause that allows you to recoup immigration fees when an employee leaves your company within a specific time period?,What is the tenure threshold below which the liquidated damages clause applies in months?Please leave blank if unsure; use the arrow button below to move forward.,Tenure of liquidated damages clause (modified) ,What percent of damages are you seeking to recover?Please leave blank if unsure; use the arrow button below to move forward.,Percent of damages recovered (modified),Who is responsible for immigration costs at your company?,Do you share a complete copy of an employee's immigration filings with the employee to bring to consular appointments?,"Do you share case tracking numbers (e.g. receipt number, PERM case number) and government notices (e.g. receipt notice, approval notice) with the employee?",Session ID,Publish ID,Count of State Responses,Count of Industry Responses,SizeProxy,[AI]Proxy,Power of One
379,"It is a part of my job role, and I collaborate with others as needed",4. 201-500,"Construction, Machinery and Homes","Construction, Machinery and Homes",FL,Yes,Yes,Yes,32,36,No,,,Yes,Yes,24,24,No,,,No,,,,Yes,Yes,32,36,Yes,36,36,6,6,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,Some,Some,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,Some,Yes,,We cover some costs for dependent family members,Yes,4,6,45,50,Human Resources,Sometimes,Yes,6611909a-4fdf-4e9e-b12a-51c210336f7a,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,61,47,#REF!,#REF!,1
135,"It is a part of my job role, and I collaborate with others as needed","6. 1,001-5,000",Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,TX,Yes,Yes,Yes,13,24,Yes,6,6,No,,,,,,,No,,,,Yes,Yes,7,12,No,,,23,24,Immediately upon USCIS receipt of application,No,No,None of the above,Some,Some,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,Some,Yes,,We cover some costs for dependent family members,No,,,,,Human Resources,Sometimes,Yes,df7e783a-e429-4d7c-bfb2-2a8c637b1fd4,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,52,98,#REF!,#REF!,1
122,It is a primary function of my job role,"5. 501-1,000","Construction, Machinery and Homes","Construction, Machinery and Homes",FL,Yes,Yes,Yes,5,6,Yes,6,6,Yes,No,,,Yes,6,6,Yes,Yes,6,6,No,,,,,,,6,6,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,All,All,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,All,Yes,,We cover some costs for dependent family members,Yes,6,6,45,50,Human Resources,Always,Yes,39c63b38-c43d-429d-9dfe-96106e5d0859,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,61,47,#REF!,#REF!,1
372,It is a primary function of my job role,"7. 5,001-10,000",Retail & Consumer Durables,Retail & Consumer Durables,NC,No,Yes,Yes,2,6,Yes,5,6,Yes,Yes,,,Yes,2,6,Yes,Yes,3,6,Yes,Yes,4,6,Yes,6,6,3,6,Immediately upon USCIS receipt of application,Yes,Yes,None of the above,Some,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover some costs for dependent family members,Yes,4,6,40,50,Human Resources,Sometimes,Yes,0f7de169-5e76-4faf-bb90-d7637030f23f,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,18,46,#REF!,#REF!,1
144,It is a primary function of my job role,"6. 1,001-5,000","Construction, Machinery and Homes","Construction, Machinery and Homes",CA,Yes,Yes,Yes,3,6,Yes,3,6,Yes,Yes,3,6,Yes,3,6,Yes,Yes,3,6,Yes,Yes,3,6,Yes,3,6,3,6,Immediately upon USCIS receipt of application,Yes,Yes,None of the above,All,All,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover all costs for all dependent family members,Yes,3,6,3,5,Human Resources,Always,Yes,aec05039-6954-44df-bf56-6c6628cf92ca,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,49,47,#REF!,#REF!,1
214,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Business Support & Logistics,Business Support & Logistics,TX,No,No,,,,,,,Yes,Yes,,,I don't know,,,Yes,No,,,Yes,I don't know,,,I don't know,,,,,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,Some,Some,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover no costs for dependent family members,Yes,,,,,Human Resources,Always,Yes,26357216-16e0-4a2b-afc1-4b6eee7241e3,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,52,53,#REF!,#REF!,1
326,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Manufacturing,Manufacturing,MS,No,Yes,I don't know,,,Yes,,,No,,,,,,,No,,,,Yes,I don't know,,,I don't know,,,,,Upon USCIS approval,No,No,None of the above,None,Some,I don't know,We only cover the cost when necessary due to a business need,I don't know,No,,We cover no costs for dependent family members,I don't know,,,,,Human Resources,I don't know,No,0d42d722-00ea-4368-a5ba-d9516d7f85fe,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,4,37,#REF!,#REF!,1
300,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Nonprofit,Nonprofit,FL,No,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS issuance of receipt notice,I don't know,I don't know,None of the above,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,I don't know,I don't know,,,,,I Don't Know,Sometimes,I don't know,5059d53b-4147-416b-b4e1-d73b2bc70edd,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,61,15,#REF!,#REF!,1
317,"It is a part of my job role, and I collaborate with others as needed","8. 10,000+",Manufacturing,Manufacturing,MI,Yes,Yes,Yes,12,12,Yes,6,6,Yes,Yes,6,6,Yes,6,6,No,,,,No,,,,,,,6,6,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,All,All,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover some costs for dependent family members,Yes,24,24,70,75,Human Resources,Always,Yes,66ca5b7a-0420-4cfd-9b11-2259a506dee3,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,8,37,#REF!,#REF!,1
156,It is a primary function of my job role,"5. 501-1,000","Construction, Machinery and Homes","Construction, Machinery and Homes",FL,Yes,Yes,Yes,6,6,Yes,6,6,Yes,Yes,6,6,Yes,6,6,Yes,Yes,6,6,Yes,No,,,Yes,6,6,6,6,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,All,All,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover some costs for dependent family members,Yes,6,6,45,50,Human Resources,Always,Yes,23df94cc-3bf9-4a8c-a19c-faafcdbdfd6a,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,61,47,#REF!,#REF!,1
241,It is a primary function of my job role,3. 51-200,Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,MO,Yes,Yes,Yes,,,Yes,,,Yes,Yes,,,Yes,,,Yes,No,,,Yes,Yes,,,Yes,,,,,Upon USCIS approval,Yes,No,None of the above,All,Some,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,Some,Yes,,We cover all costs for all dependent family members,Yes,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Always,Yes,0ce18646-a27a-497e-8dbd-7c70ffbede28,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,11,98,#REF!,#REF!,1
153,"It is a part of my job role, and I collaborate with others as needed",2. 11-50,Advertising & Marketing,Advertising & Marketing,AK,Yes,Yes,Yes,,,Yes,1,6,Yes,Yes,1,6,Yes,1,6,No,,,,No,,,,,,,2,6,Immediately upon USCIS receipt of application,I don't know,Yes,None of the above,None,Some,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,Some,Yes,,We cover some costs for dependent family members,No,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Sometimes,Yes,b0964098-271d-4ac1-9202-5192f29ed546,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,9,17,#REF!,#REF!,1
167,"It is a part of my job role, and I collaborate with others as needed",4. 201-500,Business Support & Logistics,Business Support & Logistics,IL,Yes,Yes,Yes,5,6,Yes,6,6,No,,,,,,,Yes,Yes,6,6,No,,,,,,,3,6,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,Some,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover some costs for dependent family members,No,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Sometimes,Yes,86f5eaa1-c315-4099-9e86-3a2e55f78ce3,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,14,53,#REF!,#REF!,1
124,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Education,Education,NC,No,Yes,I don't know,,,Yes,,,Yes,I don't know,,,I don't know,,,Yes,I don't know,,,Yes,I don't know,,,I don't know,,,,,Immediately upon USCIS receipt of application,I don't know,No,None of the above,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,I don't know,I don't know,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",I don't know,I don't know,e9226226-0187-487b-94f5-ea80070a4bd1,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,18,46,#REF!,#REF!,1
382,It is a primary function of my job role,"5. 501-1,000","Telecommunications, Technology, Internet & Electronics",Information technology,CA,Yes,Yes,Yes,4,6,Yes,4,6,Yes,Yes,5,6,Yes,4,6,Yes,Yes,5,6,Yes,Yes,6,6,Yes,7,12,5,6,Immediately upon USCIS receipt of application,Yes,Yes,None of the above,Some,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover all costs for all dependent family members,Yes,5,6,8,5,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Sometimes,Yes,899917bf-71b7-4fee-be30-c6f73bbc78bd,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,49,24,#REF!,#REF!,1
197,It is a primary function of my job role,"6. 1,001-5,000","Telecommunications, Technology, Internet & Electronics","Telecommunications, Technology, Internet & Electronics",NY,Yes,Yes,No,,,Yes,6,6,Yes,No,,,Yes,6,6,No,,,,Yes,No,,,Yes,6,6,6,6,Upon USCIS issuance of receipt notice,Yes,No,None of the above,Some,Some,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover some costs for dependent family members,Yes,,,40,50,Human Resources,Always,Yes,60be4ef3-fe38-4fe8-bdf2-c1e0814a72ab,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,35,24,#REF!,#REF!,1
108,"It is a part of my job role, and I collaborate with others as needed",2. 11-50,Advertising & Marketing,Advertising & Marketing,OH,Yes,Yes,I don't know,,,No,,,No,,,,,,,No,,,,No,,,,,,,3,6,Upon USCIS issuance of receipt notice,Yes,I don't know,None of the above,None,All,We cover all costs for all dependent family members,We only cover the cost when necessary due to a business need,All,No,,We cover all costs for all dependent family members,No,,,,,Human Resources,Always,Yes,9576820d-cb4f-4b99-b83a-a6bf016a6584,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,16,17,#REF!,#REF!,1
155,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Business Support & Logistics,Business Support & Logistics,GA,Yes,Yes,I don't know,,,I don't know,,,No,,,,,,,No,,,,Yes,I don't know,,,I don't know,,,,,Upon USCIS approval,I don't know,I don't know,None of the above,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,I don't know,I don't know,,,,,I Don't Know,I don't know,I don't know,8f16f23c-7084-46d2-811f-f6e64403e169,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,26,53,#REF!,#REF!,1
506,"It is a part of my job role, and I collaborate with others as needed",4. 201-500,Real Estate,Real Estate,PA,Yes,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS approval,I don't know,Yes,None of the above,I don't know,I don't know,We cover no costs for dependent family members,I don't know,None,No,,We cover no costs for dependent family members,Yes,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Always,Yes,d93893b2-e0a7-4eba-8d9a-cdc99a8cdea4,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,21,7,#REF!,#REF!,1
147,It is a primary function of my job role,"8. 10,000+",Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,SC,No,Yes,Yes,,,Yes,,,Yes,Yes,,,Yes,,,Yes,Yes,,,Yes,Yes,,,Yes,,,,,Upon USCIS issuance of receipt notice,Yes,No,None of the above,All,Some,I don't know,I don't know,I don't know,No,,We cover no costs for dependent family members,I don't know,,,,,Human Resources,Always,Yes,4e190276-bb1a-4b51-adbc-9a4e3241cd8e,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,5,98,#REF!,#REF!,1
150,"It is a part of my job role, and I collaborate with others as needed",4. 201-500,Education,Education,MI,Yes,Yes,I don't know,,,I don't know,,,Yes,Yes,,,I don't know,,,No,,,,Yes,Yes,,,Yes,,,,,Upon USCIS issuance of receipt notice,I don't know,I don't know,None of the above,Some,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover some costs for dependent family members,Yes,,,,,Human Resources,Always,Yes,a1caa9bd-5e38-49fd-a42a-00c2c84b3936,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,8,46,#REF!,#REF!,1
268,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Retail & Consumer Durables,Retail & Consumer Durables,OR,Yes,Yes,Yes,3,6,Yes,3,6,No,,,,,,,Yes,No,,,Yes,No,,,Yes,,,,,Immediately upon USCIS receipt of application,Yes,I don't know,None of the above,All,Some,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,None,Yes,,We cover no costs for dependent family members,No,,,,,Human Resources,Always,Yes,ee6452ff-1f60-4622-a503-a56544dc8c4b,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,6,46,#REF!,#REF!,1
76,It is a primary function of my job role,3. 51-200,Transportation & Delivery,Transportation & Delivery,CO,Yes,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,1,6,Upon USCIS issuance of receipt notice,No,Yes,None of the above,None,None,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,None,No,,We cover no costs for dependent family members,No,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Never,No,dc70cef0-f756-4a46-84e7-837f40650a92,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,7,9,#REF!,#REF!,1
226,"It is a part of my job role, and I collaborate with others as needed",2. 11-50,Food & Beverages,Food & Beverages,OR,No,No,,,,,,,Yes,Yes,6,6,Yes,6,6,No,,,,Yes,No,,,Yes,3,6,6,6,Upon USCIS issuance of receipt notice,Yes,No,None of the above,Some,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover some costs for dependent family members,No,,,,,Human Resources,Always,Yes,5e618b96-5d61-46e5-9daf-7f8ca03ec7bb,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,6,30,#REF!,#REF!,1
279,"It is a part of my job role, and I collaborate with others as needed",2. 11-50,Government,Government,VA,No,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS approval,I don't know,Yes,None of the above,Some,Some,We cover no costs for dependent family members,I don't know,I don't know,I don't know,,We cover no costs for dependent family members,I don't know,,,,,Human Resources,Always,I don't know,a164b6e0-c101-43b9-824f-63aa9a2d3442,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,11,20,#REF!,#REF!,1
172,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Nonprofit,Nonprofit,AL,No,Yes,No,,,Yes,12,12,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS approval,I don't know,Yes,None of the above,Some,Some,We cover no costs for dependent family members,We only cover the cost when necessary due to a business need,All,Yes,,We cover no costs for dependent family members,Yes,6,6,50,50,Human Resources,Always,Yes,b36a99c0-ab72-4086-83d8-e09fdeb5dd88,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,22,15,#REF!,#REF!,1
161,It is a primary function of my job role,"8. 10,000+",Retail & Consumer Durables,Retail,AK,Yes,Yes,I don't know,,,Yes,,,Yes,Yes,,,Yes,,,No,,,,No,,,,,,,,,Immediately upon USCIS receipt of application,Yes,No,None of the above,Some,Some,We cover no costs for dependent family members,We always cover the cost when Premium Processing is used,I don't know,No,,We cover no costs for dependent family members,No,,,,,Human Resources,Sometimes,I don't know,2902af04-e784-4ab9-9a49-6bcd53f1d484,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,9,46,#REF!,#REF!,1
341,"It is a part of my job role, and I collaborate with others as needed","8. 10,000+",Retail & Consumer Durables,Retail & Consumer Durables,WA,Yes,Yes,Yes,9,12,Yes,24,24,Yes,Yes,3,6,Yes,12,12,Yes,No,,,Yes,Yes,3,6,Yes,12,12,3,6,Upon USCIS issuance of receipt notice,Yes,No,None of the above,None,Some,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover some costs for dependent family members,Yes,24,24,62,75,Human Resources,Sometimes,Yes,432ccdf9-8537-42c2-be4a-40cd44503f7b,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,10,46,#REF!,#REF!,1
158,"It is a part of my job role, and I collaborate with others as needed","5. 501-1,000",Manufacturing,Manufacturing,LA,No,No,,,,,,,Yes,Yes,3,6,Yes,3,6,No,,,,No,,,,,,,3,6,Upon USCIS issuance of receipt notice,Yes,Yes,None of the above,Some,All,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,Some,Yes,,We cover some costs for dependent family members,Yes,,,35,50,Human Resources,Sometimes,Yes,00f05903-6ec3-4930-9d32-162977d931ec,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,9,37,#REF!,#REF!,1
214,"It is a part of my job role, and I collaborate with others as needed",4. 201-500,Airlines & Aerospace (including Defense),Airlines & Aerospace (including Defense),VA,Yes,Yes,No,,,Yes,,,No,,,,,,,No,,,,Yes,No,,,Yes,,,,,Immediately upon USCIS receipt of application,Yes,Yes,None of the above,Some,All,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover some costs for dependent family members,No,,,,,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Always,No,43ac67b9-4034-46a7-973f-95cf8a28b84f,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,11,5,#REF!,#REF!,1
325,"It is a part of my job role, and I collaborate with others as needed",1. 1-10,Automotive,Automotive,CA,Yes,Yes,No,,,Yes,6,6,Yes,I don't know,,,Yes,8,12,Yes,Yes,3,6,No,,,,,,,3,6,Upon USCIS issuance of receipt notice,Yes,No,None of the above,Some,Some,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover some costs for dependent family members,Yes,,,70,75,Human Resources,Always,Yes,e1583c8f-e39f-40cf-b69e-3e28e089d118,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,49,13,#REF!,#REF!,1
138,It is a primary function of my job role,3. 51-200,Nonprofit,Nonprofit,MI,No,Yes,I don't know,,,I don't know,,,No,,,,,,,No,,,,No,,,,,,,3,6,Upon USCIS approval,I don't know,Yes,None of the above,I don't know,None,I don't know,I don't know,I don't know,No,,I don't know,I don't know,,,,,Human Resources,I don't know,No,bf691fe6-b230-4c68-b6e5-1da6b8de59b1,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,8,15,#REF!,#REF!,1
251,"It is a part of my job role, and I collaborate with others as needed",3. 51-200,Health Care & Pharmaceuticals,Health Care & Pharmaceuticals,MO,Yes,Yes,Yes,3,6,Yes,6,6,Yes,Yes,4,6,Yes,5,6,Yes,Yes,5,6,Yes,Yes,4,6,Yes,3,6,6,6,Upon USCIS approval,Yes,Yes,None of the above,I don't know,I don't know,We cover some costs for dependent family members,We only cover the cost when necessary due to a business need,Some,Yes,,We cover no costs for dependent family members,Yes,5,6,5,5,Human Resources,Always,I don't know,a5ce5691-43e5-4be8-b8e0-e9ebcb926f42,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,11,98,#REF!,#REF!,1
199,"It is a part of my job role, and I collaborate with others as needed",4. 201-500,"Construction, Machinery and Homes","Construction, Machinery and Homes",FL,Yes,Yes,No,,,Yes,6,6,Yes,Yes,3,6,Yes,3,6,No,,,,Yes,Yes,3,6,Yes,3,6,3,6,Immediately upon USCIS receipt of application,Yes,No,None of the above,All,All,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,Yes,,We cover all costs for all dependent family members,Yes,3,6,75,75,"The specific department that is hiring (e.g. Engineering, Sales, etc.)",Always,Yes,f8ef4c43-2e19-4bc3-818c-da94308a7930,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,61,47,#REF!,#REF!,1
233,It is a primary function of my job role,3. 51-200,"Construction, Machinery and Homes","Construction, Machinery and Homes",NC,Yes,Yes,No,,,Yes,,,Yes,Yes,,,Yes,,,No,,,,No,,,,,,,,,Upon USCIS approval,Yes,Yes,None of the above,Some,Some,We cover some costs for dependent family members,We always cover the cost when Premium Processing is used,Some,Yes,,We cover some costs for dependent family members,Yes,,,60,75,Human Resources,Always,Yes,a26bb2e0-a053-44f3-bd42-523a7dd921d3,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,18,47,#REF!,#REF!,1
129,It is a primary function of my job role,4. 201-500,Retail & Consumer Durables,Retail & Consumer Durables,PA,No,Yes,Yes,6,6,Yes,4,6,No,,,,,,,No,,,,No,,,,,,,5,6,Immediately upon USCIS receipt of application,Yes,Yes,None of the above,All,None,We cover all costs for all dependent family members,We always cover the cost when Premium Processing is used,All,No,,We cover some costs for dependent family members,No,,,,,Human Resources,Always,No,da89ee8e-5b8c-4126-8cd4-b5e7b1eded5c,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,21,46,#REF!,#REF!,1
76,"It is a part of my job role, and I collaborate with others as needed","8. 10,000+",Government,Government,OH,No,No,,,,,,,No,,,,,,,No,,,,No,,,,,,,,,Upon USCIS approval,I don't know,I don't know,None of the above,I don't know,I don't know,I don't know,I don't know,I don't know,I don't know,,I don't know,I don't know,,,,,Human Resources,I don't know,I don't know,7a567ee4-7a52-4e12-9517-fb01f365b12b,9bb3c1fc-bbe2-478d-aa39-dfe9374b69de,16,20,#REF!,#REF!,1
